; reduction-grid 1048576 1073741824, Thu Aug 23 17:13:51 2018
index,dev_id,dev_name,dev_CC,dev_memClock,dev_clock,n,numSMs,blocks_i,blocks_i/numSMs,blocks_n,TBlocksize,TRuns,min_time,max_throughput
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 2097152, 56, 1024, 18, 1024, 1024, 5, 0.060576 ms, 138.481 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 112, 2, 32768, 64, 5, 0.08736 ms, 192.047 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 224, 4, 32768, 64, 5, 0.05536 ms, 303.057 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 448, 8, 32768, 64, 5, 0.040288 ms, 416.432 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 896, 16, 32768, 64, 5, 0.039776 ms, 421.792 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 1792, 32, 32768, 64, 5, 0.043744 ms, 383.532 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 3584, 64, 32768, 64, 5, 0.046912 ms, 357.632 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 7168, 128, 32768, 64, 5, 0.05104 ms, 328.707 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 14336, 256, 32768, 64, 5, 0.071648 ms, 234.162 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 28672, 512, 32768, 64, 5, 0.118176 ms, 141.968 GB/s
   9, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 32768, 585, 32768, 64, 5, 0.134848 ms, 124.416 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 112, 2, 16384, 128, 5, 0.055008 ms, 304.996 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 224, 4, 16384, 128, 5, 0.041184 ms, 407.372 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 448, 8, 16384, 128, 5, 0.039392 ms, 425.904 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 896, 16, 16384, 128, 5, 0.041408 ms, 405.168 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 1792, 32, 16384, 128, 5, 0.043456 ms, 386.074 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 3584, 64, 16384, 128, 5, 0.044384 ms, 378.001 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 7168, 128, 16384, 128, 5, 0.057664 ms, 290.948 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 14336, 256, 16384, 128, 5, 0.089856 ms, 186.712 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 16384, 292, 16384, 128, 5, 0.099392 ms, 168.798 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 112, 2, 8192, 256, 5, 0.0408 ms, 411.206 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 224, 4, 8192, 256, 5, 0.039072 ms, 429.392 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 448, 8, 8192, 256, 5, 0.040928 ms, 409.92 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 896, 16, 8192, 256, 5, 0.043392 ms, 386.643 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 1792, 32, 8192, 256, 5, 0.043264 ms, 387.787 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 3584, 64, 8192, 256, 5, 0.054496 ms, 307.861 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 7168, 128, 8192, 256, 5, 0.085856 ms, 195.411 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 8192, 146, 8192, 256, 5, 0.09344 ms, 179.551 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 112, 2, 4096, 512, 5, 0.039328 ms, 426.597 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 224, 4, 4096, 512, 5, 0.041888 ms, 400.526 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 448, 8, 4096, 512, 5, 0.044384 ms, 378.001 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 896, 16, 4096, 512, 5, 0.044192 ms, 379.644 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 1792, 32, 4096, 512, 5, 0.057216 ms, 293.226 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 3584, 64, 4096, 512, 5, 0.088992 ms, 188.525 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 4096, 73, 4096, 512, 5, 0.098784 ms, 169.837 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 112, 2, 2048, 1024, 5, 0.043104 ms, 389.226 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 224, 4, 2048, 1024, 5, 0.045952 ms, 365.103 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 4194304, 56, 448, 8, 2048, 1024, 5, 0.047712 ms, 351.635 GB/s
